2000	0	0	1	0	0	0	0	0.000265677
2000	0	0	1	0	0	1	0.000265677	0.00366193
2000	0	0	1	0	0	0	0.00366193	0.00410602
2000	0	0	1	0	0	1	0.00410602	0.0103
##	2000	0	0	1	0	0	0.00515
2000	0	0	1	0	1	1	0	0.00683821
2000	0	0	1	0	1	0	0.00683821	0.00686111
2000	0	0	1	0	1	1	0.00686111	0.00729961
2000	0	0	1	0	1	0	0.00729961	0.0100939
2000	0	0	1	0	1	1	0.0100939	0.0103
##	2000	0	0	1	0	1	0.00515
##	2000	0	0	1	mtdna	1
