0	0	0.933	0.375565	0.0455907	0.092505	0.00214825
0	0.01	0.9475	0.381513	0.0615841	0.0919091	0.00225941
0	0.02	0.9365	0.39058	0.0775053	0.0904853	0.00196834
0	0.03	0.915	0.401265	0.0659425	0.0891405	0.00197794
0	0.04	0.921	0.402561	0.0698958	0.0882323	0.00221548
0	0.05	0.927	0.405957	0.0792302	0.0873355	0.0020692
0	0.06	0.9405	0.407005	0.0940507	0.087608	0.00157177
0	0.07	0.935	0.410279	0.0949564	0.0869653	0.00144583
0	0.08	0.9145	0.418922	0.0766709	0.0862714	0.00255438
0	0.09	0.917	0.424526	0.0824499	0.0861501	0.00206188
0	0.1	0.8885	0.438301	0.0676412	0.0844764	0.00255662
0	0.11	0.916	0.441025	0.083035	0.0840252	0.00213508
0	0.12	0.9125	0.447268	0.0781366	0.0835191	0.00196704
0	0.13	0.9135	0.453212	0.0838408	0.0824977	0.00189952
0	0.14	0.887	0.465666	0.0732002	0.0816876	0.00198554
0	0.15	0.89	0.467945	0.0710992	0.0818986	0.0020932
0	0.16	0.9185	0.469228	0.0701836	0.0817042	0.00202604
0	0.17	0.9225	0.479934	0.0756544	0.0800467	0.00169751
0	0.18	0.9345	0.483248	0.0809476	0.0793076	0.00173972
0	0.19	0.9135	0.498452	0.0692535	0.0776749	0.0016743
0	0.2	0.9045	0.506521	0.0689444	0.0766022	0.00160732
0	0.21	0.9165	0.506633	0.0706046	0.0764109	0.0015346
0	0.22	0.9155	0.50781	0.0722184	0.0764685	0.00141063
0	0.23	0.8865	0.519006	0.0624374	0.0756256	0.00152134
0	0.24	0.8835	0.523932	0.0574693	0.0750561	0.00163869
0	0.25	0.918	0.515515	0.0665839	0.0768222	0.00183219
0	0.26	0.92	0.517268	0.0638961	0.0767555	0.00187902
0	0.27	0.9305	0.523376	0.0679654	0.0738841	0.00238078
0	0.28	0.9085	0.535471	0.0653864	0.0713051	0.00198672
0	0.29	0.8905	0.548278	0.0622611	0.0697135	0.0016785
0	0.3	0.892	0.550262	0.0615978	0.0693356	0.0015621
0	0.31	0.8815	0.553875	0.0573267	0.0692191	0.00161897
0	0.32	0.9005	0.556344	0.0622911	0.0680515	0.00175971
0	0.33	0.9245	0.547368	0.069911	0.0710956	0.00200638
0	0.34	0.941	0.547816	0.0813247	0.0696421	0.00263022
0	0.35	0.9505	0.545614	0.087922	0.0703448	0.00241308
0	0.36	0.9595	0.540204	0.0852172	0.0723637	0.00284908
0	0.37	0.9575	0.542789	0.0924673	0.0717082	0.00234073
0	0.38	0.913	0.560117	0.0659757	0.0683276	0.00196191
0	0.39	0.897	0.566376	0.0635619	0.0675316	0.00167644
0	0.4	0.853	0.58531	0.0615647	0.0630838	0.00149661
0	0.41	0.885	0.575793	0.0698567	0.0657819	0.00158288
0	0.42	0.889	0.574528	0.0725668	0.0660681	0.00152308
0	0.43	0.904	0.570154	0.0823089	0.0670534	0.0013785
0	0.44	0.887	0.578467	0.0753695	0.0647545	0.00164275
0	0.45	0.903	0.571189	0.0797198	0.0675584	0.00151155
0	0.46	0.898	0.573544	0.0797863	0.0669229	0.00164931
0	0.47	0.916	0.571559	0.0849906	0.0662308	0.00148167
0	0.48	0.9325	0.566669	0.0798061	0.0669994	0.00239
0	0.49	0.945	0.561192	0.0847138	0.0687074	0.0021697
0	0.5	0.931	0.565863	0.0757452	0.0678158	0.00256998
0	0.51	0.935	0.56335	0.0933477	0.0689085	0.00167277
0	0.52	0.909	0.569866	0.0799716	0.0686555	0.00192391
0	0.53	0.9085	0.570575	0.0887904	0.0681534	0.00160966
0	0.54	0.8845	0.575382	0.0745563	0.0687195	0.00207519
0	0.55	0.848	0.589261	0.071275	0.0653904	0.00172469
0	0.56	0.8425	0.589863	0.0734174	0.0646875	0.00162028
0	0.57	0.846	0.586109	0.0736382	0.0664377	0.00141948
0	0.58	0.838	0.585451	0.0697169	0.0668679	0.00140417
0	0.59	0.839	0.584418	0.0698753	0.0671019	0.00142669
0	0.6	0.862	0.57506	0.0732	0.0687923	0.00124587
0	0.61	0.8955	0.563547	0.072884	0.0694907	0.00129654
0	0.62	0.898	0.561815	0.0712473	0.0693264	0.00137
0	0.63	0.886	0.563592	0.0687955	0.0688987	0.00133683
0	0.64	0.9115	0.552729	0.0694081	0.0711042	0.00143164
0	0.65	0.9115	0.549371	0.0668009	0.0716735	0.0012667
0	0.66	0.923	0.543613	0.0685076	0.0732755	0.00147602
0	0.67	0.941	0.537164	0.0630062	0.0739024	0.00148845
0	0.68	0.952	0.533575	0.0594551	0.0732702	0.00185018
0	0.69	0.953	0.533492	0.0661916	0.0722441	0.00151391
0	0.7	0.923	0.535144	0.0524192	0.0725949	0.001457
0	0.71	0.9235	0.532674	0.0623181	0.0732192	0.0018445
0	0.72	0.908	0.535622	0.0678844	0.071753	0.00193911
0	0.73	0.9105	0.532443	0.0716749	0.0714533	0.00171508
0	0.74	0.9165	0.528813	0.0754789	0.072154	0.00157643
0	0.75	0.8985	0.533096	0.0680334	0.0710577	0.00153366
0	0.76	0.8985	0.529752	0.0655015	0.0712348	0.00143951
0	0.77	0.8965	0.530131	0.0648994	0.0711963	0.00143109
0	0.78	0.9335	0.515655	0.0770862	0.0731597	0.00168368
0	0.79	0.938	0.514384	0.0779502	0.072874	0.00152771
0	0.8	0.9455	0.511407	0.0792847	0.0733737	0.00168347
0	0.81	0.9315	0.512019	0.0832649	0.0734401	0.00217748
0	0.82	0.9245	0.51138	0.0760349	0.0732214	0.00209154
0	0.83	0.9495	0.499626	0.0772315	0.0753799	0.00236991
0	0.84	0.944	0.495005	0.068088	0.0754036	0.00209392
0	0.85	0.9555	0.489241	0.0759462	0.0761935	0.00226471
0	0.86	0.934	0.493695	0.0597954	0.0759133	0.00215231
0	0.87	0.9415	0.485603	0.0661862	0.0767709	0.00175544
0	0.88	0.9435	0.483054	0.0733298	0.0772657	0.00164655
0	0.89	0.9555	0.476635	0.0828544	0.0788592	0.00155228
0	0.9	0.9415	0.473819	0.0596053	0.0799056	0.00224178
0	0.91	0.9315	0.473231	0.0590582	0.0803743	0.00210743
0	0.92	0.9185	0.457555	0.0723997	0.0825413	0.0012329
0	0.93	0.911	0.456083	0.0688001	0.082712	0.00117896
0	0.94	0.899	0.454176	0.0633688	0.0827205	0.00131118
0	0.95	0.8905	0.450413	0.0629006	0.083951	0.0011748
0	0.96	0.889	0.43722	0.0511148	0.0862989	0.000777982
0	0.97	0.906	0.421968	0.0559751	0.0880291	0.000568293
0	0.98	0.906	0.416524	0.0517105	0.0892691	0.000700208
0	0.99	0.9255	0.402025	0.0478164	0.0915519	0.000814352
