0	0	0.921	0.353051	0.0444294	0.0768035	0.0015589
0	0.01	0.9155	0.357069	0.0465786	0.0760327	0.00139735
0	0.02	0.9335	0.361389	0.0604665	0.0757779	0.00128977
0	0.03	0.915	0.37119	0.0563321	0.0747269	0.00165634
0	0.04	0.904	0.382206	0.0614824	0.0725744	0.00153185
0	0.05	0.919	0.382169	0.0695543	0.0717806	0.00142732
0	0.06	0.927	0.38442	0.0706574	0.0705074	0.00161998
0	0.07	0.9055	0.393361	0.0624427	0.0690241	0.00171822
0	0.08	0.9085	0.400229	0.0658394	0.0683384	0.0015687
0	0.09	0.9175	0.404653	0.0693952	0.0675391	0.00188971
0	0.1	0.932	0.406859	0.0761303	0.0665466	0.00159523
0	0.11	0.9115	0.41902	0.0700493	0.0661825	0.00203749
0	0.12	0.9095	0.423256	0.0680753	0.0656027	0.0020849
0	0.13	0.9215	0.427999	0.0813267	0.0646539	0.00250102
0	0.14	0.939	0.427224	0.0861902	0.0645249	0.00262217
0	0.15	0.931	0.43225	0.0870179	0.0638226	0.00248346
0	0.16	0.915	0.43974	0.0769792	0.0628855	0.0024699
0	0.17	0.896	0.447051	0.0668738	0.062567	0.00222912
0	0.18	0.903	0.447456	0.0696912	0.0625629	0.00227048
0	0.19	0.8965	0.452933	0.0678216	0.0624482	0.00237082
0	0.2	0.903	0.454207	0.074719	0.0621487	0.00209946
0	0.21	0.914	0.459773	0.0809201	0.0615834	0.00215573
0	0.22	0.9355	0.452762	0.0873755	0.0637397	0.00270455
0	0.23	0.8695	0.475695	0.0625439	0.061246	0.00272142
0	0.24	0.903	0.470766	0.0785296	0.0619081	0.00269957
0	0.25	0.912	0.471121	0.0810173	0.0617842	0.00278055
0	0.26	0.912	0.473917	0.08337	0.0625908	0.00333879
0	0.27	0.9265	0.47511	0.0962946	0.0624225	0.003091
0	0.28	0.905	0.482028	0.083281	0.0618448	0.00311692
0	0.29	0.9155	0.478906	0.0914519	0.0624725	0.00287893
0	0.3	0.884	0.490725	0.0889257	0.0619467	0.00220348
0	0.31	0.8875	0.489872	0.0864537	0.062879	0.00254539
0	0.32	0.884	0.491274	0.0877339	0.0639554	0.0022503
0	0.33	0.8915	0.490824	0.081105	0.0642704	0.00257034
0	0.34	0.8785	0.496937	0.0702324	0.0634879	0.00194214
0	0.35	0.8615	0.500816	0.0732456	0.0643935	0.00286272
0	0.36	0.874	0.495703	0.0806213	0.066644	0.00265009
0	0.37	0.8795	0.497456	0.0785184	0.0669126	0.00305252
0	0.38	0.911	0.491222	0.091565	0.0673234	0.00314677
0	0.39	0.8955	0.498691	0.0847164	0.0660521	0.00313684
0	0.4	0.9	0.497759	0.0863603	0.0669312	0.00269985
0	0.41	0.8775	0.503088	0.0795122	0.0672854	0.00267378
0	0.42	0.8905	0.497756	0.0832576	0.0685028	0.0027413
0	0.43	0.8845	0.501228	0.0762714	0.0677902	0.00271511
0	0.44	0.8545	0.517444	0.0688847	0.0643303	0.00226717
0	0.45	0.856	0.517448	0.0716724	0.0644111	0.00215413
0	0.46	0.8575	0.511177	0.078074	0.068404	0.00201996
0	0.47	0.8375	0.520482	0.0708148	0.0661264	0.00215717
0	0.48	0.849	0.515935	0.0749092	0.0670077	0.00200218
